City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,touros,-5.1989,-35.4608,74.17,88,1,12.12,BR,1723163802
365,luorong,24.4058,109.6086,85.3,75,9,11.86,CN,1723163804
366,tolanaro,-25.0319,46.9987,68.07,83,20,21.85,MG,1723163805
367,kentau,43.5206,68.5094,84.07,24,33,1.52,KZ,1723163806
368,el calafate,-50.3408,-72.2768,38.5,82,6,8.41,AR,1723163648
369,hami,42.8,93.45,71.91,56,100,2.51,CN,1723163639
370,prince rupert,54.3161,-130.3201,64.49,82,0,13.8,CA,1723163809
371,bintulu,3.1667,113.0333,79.21,89,20,2.3,MY,1723163811
372,fortuna,40.5982,-124.1573,59.99,94,0,14.97,US,1723163541
373,forster,-32.1667,152.5167,65.37,69,100,4.61,AU,1723163813
374,antsiranana,-12.2787,49.2917,71.76,69,6,16.42,MG,1723163815
375,inongo,-1.95,18.2667,71.64,61,95,5.21,CD,1723163816
376,vernon,50.2581,-119.2691,90.93,23,16,7.0,CA,1723163817
377,sao jose da coroa grande,-8.8978,-35.1478,75.7,74,99,7.81,BR,1723163818
378,yefremov,53.1481,38.0992,57.04,96,7,7.31,RU,1723163819
379,hasaki,35.7333,140.8333,83.55,80,0,14.63,JP,1723163820
380,solleftea,63.1667,17.2667,56.39,97,9,3.33,SE,1723163821
381,anna regina,7.2644,-58.5077,80.69,79,26,5.3,GY,1723163822
382,dzhalagash,45.0833,64.6667,81.32,40,81,18.68,KZ,1723163823
383,kingston,17.997,-76.7936,86.95,66,20,16.11,JM,1723163601
384,banda aceh,5.5577,95.3222,81.52,78,99,2.77,ID,1723163825
385,emerald,-23.5333,148.1667,69.35,57,94,6.2,AU,1723163827
386,divino das laranjeiras,-18.7778,-41.4797,70.68,58,0,5.46,BR,1723163828
387,montepuez,-13.1256,38.9997,63.54,96,70,5.19,MZ,1723163829
388,newport,51.5877,-2.9984,66.45,95,100,22.55,GB,1723163411
389,buckeye,33.3703,-112.5838,106.29,21,0,9.22,US,1723163760
390,churapcha,62.0025,132.4325,67.98,48,7,4.5,RU,1723163832
391,lambarene,-0.7001,10.2406,72.91,85,92,3.53,GA,1723163833
392,mpulungu,-8.7623,31.1141,70.56,41,99,8.1,ZM,1723163834
393,namibe,-15.1961,12.1522,60.98,88,0,5.5,AO,1723163835
394,qarauyl,48.9451,79.255,75.49,49,71,3.94,KZ,1723163838
395,chernyshevskiy,63.0128,112.4714,72.72,52,64,4.32,RU,1723163839
396,utrik,11.2278,169.8474,82.8,80,83,17.72,MH,1723163840
397,lorengau,-2.0226,147.2712,85.84,69,19,9.33,PG,1723163745
398,ceelbuur,4.685,46.6176,75.88,68,100,19.44,SO,1723163842
399,fort st. john,56.2499,-120.8529,76.89,38,20,13.8,CA,1723163843
400,shagonar,51.5333,92.8,62.73,80,100,1.1,RU,1723163844
401,naze,28.3667,129.4833,85.59,66,5,4.05,JP,1723163846
402,kodinar,20.7903,70.7031,80.58,87,95,12.28,IN,1723163847
403,stornoway,58.2093,-6.3865,55.36,96,75,11.5,GB,1723163848
404,happy valley-goose bay,53.3168,-60.3315,59.31,67,75,5.75,CA,1723163849
405,uliastay,47.7417,96.8444,62.55,44,0,2.08,MN,1723163850
406,machico,32.7,-16.7667,74.03,64,40,12.66,PT,1723163851
407,songyang,34.4553,113.0281,80.37,89,100,5.88,CN,1723163852
408,talara,-4.5772,-81.2719,65.16,82,40,12.66,PE,1723163853
409,vila do maio,15.1333,-23.2167,78.8,79,78,7.43,CV,1723163854
410,tazacorte,28.629,-17.9293,72.57,89,20,16.11,ES,1723163855
411,chonchi,-42.6128,-73.8092,43.5,95,100,1.83,CL,1723163711
412,tura,25.5198,90.2201,75.72,97,100,5.37,IN,1723163858
413,ghadamis,30.1337,9.5007,82.09,33,0,9.1,LY,1723163859
414,essaouira,31.5125,-9.77,72.9,78,0,8.05,MA,1723163860
415,rakvere,59.3464,26.3558,61.2,80,76,4.38,EE,1723163861
416,mata-utu,-13.2816,-176.1745,78.64,72,100,20.29,WF,1723163862
417,baki,-7.6128,110.7839,78.76,72,0,7.38,ID,1723163864
418,kisangani,0.5167,25.2,72.3,95,100,1.74,CD,1723163865
419,vakfikebir,41.0458,39.2764,71.73,79,0,5.66,TR,1723163866
420,turpan,42.9333,89.1667,84.25,34,0,1.21,CN,1723163868
421,afua,-0.1567,-50.3867,77.27,85,0,6.46,BR,1723163869
422,hegang,47.4,130.3667,76.86,55,22,4.83,CN,1723163870
423,lazaro cardenas,17.9583,-102.2,84.38,83,29,3.67,MX,1723163748
424,yarmouth,41.7057,-70.2286,66.0,94,100,8.05,US,1723163872
425,jiazi,22.8779,116.067,85.66,77,59,17.34,CN,1723163873
426,pandhurna,21.6,78.5167,72.95,93,100,4.34,IN,1723163874
427,aykhal,66.0,111.5,50.38,87,99,11.92,RU,1723163875
428,alice springs,-23.7,133.8833,65.75,42,0,0.0,AU,1723163876
429,tropea,38.6754,15.8948,80.04,73,0,1.54,IT,1723163877
430,porto murtinho,-21.6989,-57.8825,62.13,53,100,3.96,BR,1723163879
431,zhuanghe,39.7008,122.9911,80.78,84,100,3.71,CN,1723163880
432,liwale,-9.7667,37.9333,61.39,97,98,1.86,TZ,1723163881
433,mazeikiai,56.3167,22.3333,62.85,84,98,4.83,LT,1723163882
434,margate,51.3813,1.3862,66.69,83,100,1.01,GB,1723163883
435,iskushuban,10.2837,50.23,81.97,51,100,20.29,SO,1723163884
436,puerto plata,19.7934,-70.6884,84.04,74,20,11.5,DO,1723163739
437,vershino-darasunskiy,52.35,115.5167,65.89,58,0,2.86,RU,1723163886
438,porangatu,-13.4408,-49.1486,75.36,30,1,1.72,BR,1723163887
439,port augusta,-32.5,137.7667,60.37,64,100,8.1,AU,1723163888
440,portland,45.5234,-122.6762,96.94,35,20,11.5,US,1723163190
441,krotoszyn,51.6987,17.4374,58.03,85,5,3.6,PL,1723163891
442,el porvenir,13.7617,-87.3458,72.37,99,100,2.55,HN,1723163892
443,mtambile,-5.3833,39.7,74.48,77,11,7.65,TZ,1723163893
444,lautaro,-38.5167,-72.45,36.03,88,52,2.55,CL,1723163894
445,broome,42.2506,-75.833,67.42,81,100,9.22,US,1723163895
446,tabuk,17.4189,121.4443,84.63,69,89,2.62,PH,1723163897
447,masterton,-40.9597,175.6575,47.57,99,100,6.76,NZ,1723163898
448,santiago de cao,-7.9589,-79.2392,62.73,88,12,6.91,PE,1723163899
449,nampula,-15.1165,39.2666,61.14,97,9,1.43,MZ,1723163900
450,lubango,-14.9172,13.4925,64.26,29,0,8.05,AO,1723163902
451,diego de almagro,-26.3667,-70.05,52.93,37,0,0.69,CL,1723163903
452,walvis bay,-22.9575,14.5053,53.19,67,0,12.62,NA,1723163904
453,demre,36.2537,29.9777,75.34,79,0,1.61,TR,1723163905
454,saint-francois,46.4154,3.9054,60.24,90,0,2.3,FR,1723163906
455,huarmey,-10.0681,-78.1522,62.64,84,100,10.18,PE,1723163907
456,ngama,11.7833,17.1667,74.44,91,100,8.41,TD,1723163908
457,padang,-0.9492,100.3543,80.91,75,99,3.31,ID,1723163909
458,pamekasan,-7.1568,113.4746,83.68,61,0,10.09,ID,1723163910
459,masallatah,32.6167,14.0,74.26,90,2,2.8,LY,1723163911
460,san fernando de apure,7.8878,-67.4724,76.66,91,85,2.89,VE,1723163912
461,sidney,-33.8679,151.2073,61.39,74,0,8.05,AU,1723163679
462,lerwick,60.1545,-1.1494,55.51,91,100,16.96,GB,1723163915
463,yelizovo,53.1873,158.3805,59.14,100,100,2.24,RU,1723163916
464,ciudad fernandez,21.95,-100.0,77.7,72,62,10.54,MX,1723163917
465,deqing,30.5448,119.9599,89.73,65,100,2.55,CN,1723163918
466,kosh-agach,50.0,88.6667,56.55,67,100,2.84,RU,1723163716
467,tefe,-3.3542,-64.7114,83.08,51,44,1.72,BR,1723163921
468,pimenta bueno,-11.6725,-61.1936,80.8,35,63,2.44,BR,1723163922
469,naryn,41.4287,75.9911,59.2,49,0,8.43,KG,1723163923
470,itaituba,-4.2761,-55.9836,77.63,43,0,0.96,BR,1723163924
471,badagry,6.4167,2.8833,74.08,88,100,7.16,NG,1723163926
472,makamba,-4.1348,29.804,64.24,50,27,1.83,BI,1723163927
473,san antonio de pale,-1.4014,5.6325,73.24,83,100,8.19,GQ,1723163928
474,mandalgovi,45.7625,106.2708,56.1,86,100,20.09,MN,1723163929
475,khandyga,62.6667,135.6,68.25,55,14,1.88,RU,1723163930
476,freeport,40.6576,-73.5832,69.98,89,100,13.8,US,1723163931
477,makushino,55.2103,67.2442,48.52,85,9,10.4,RU,1723163932
478,east london,-33.0153,27.9116,61.2,73,0,7.02,ZA,1723163717
479,haparanda,65.8355,24.1368,59.54,78,82,9.98,SE,1723163934
480,palmerston north,-40.35,175.6167,56.77,90,54,3.85,NZ,1723163921
481,laguna,38.421,-121.4238,95.18,29,0,9.22,US,1723163936
482,banff,51.1762,-115.5698,68.38,40,30,6.91,CA,1723163938
483,kailua-kona,19.6406,-155.9956,84.16,80,75,10.36,US,1723163939
484,vieste,41.8825,16.175,77.92,75,0,9.84,IT,1723163940
485,nagqu,31.5,92.0,41.74,84,49,2.86,CN,1723163941
486,paraty,-23.2178,-44.7131,73.33,57,38,4.25,BR,1723163942
487,guerrero negro,27.9769,-114.0611,75.74,60,0,15.93,MX,1723163943
488,ephrata,40.1798,-76.1788,72.99,90,100,8.05,US,1723163348
489,silver city,32.7701,-108.2803,88.3,31,40,8.01,US,1723163945
490,yuzhno-kurilsk,44.0306,145.8556,71.96,85,100,6.44,RU,1723163946
491,roma,43.2128,-75.4557,64.54,97,100,9.22,US,1723163947
492,raisdorf,54.2833,10.2333,60.69,72,75,5.75,DE,1723163948
493,acapulco de juarez,16.8634,-99.8901,76.82,88,100,11.5,MX,1723163788
494,dellys,36.9172,3.9131,76.64,83,0,1.59,DZ,1723163951
495,akjoujt,19.6969,-14.4164,84.02,45,100,18.75,MR,1723163952
496,vanino,49.0869,140.2543,61.75,88,100,2.84,RU,1723163953
497,winnemucca,40.973,-117.7357,96.85,11,0,3.44,US,1723163872
498,shache,38.4167,77.2406,78.03,28,0,5.12,CN,1723163955
499,wanning,18.8003,110.3967,85.6,75,99,11.05,CN,1723163956
500,novo aripuana,-5.1206,-60.3797,78.93,37,0,2.89,BR,1723163957
501,hammerfest,70.6634,23.6821,68.45,56,9,9.22,NO,1723163958
502,moranbah,-22.0016,148.0466,71.62,44,0,16.11,AU,1723163959
503,amble,55.3333,-1.5833,60.94,100,40,6.91,GB,1723163960
504,governador valadares,-18.8511,-41.9494,72.01,57,0,0.36,BR,1723163962
505,san marco in lamis,41.7131,15.6399,67.59,81,0,5.19,IT,1723163964
506,gewane,10.1664,40.6453,81.73,60,28,2.84,ET,1723163965
507,carnot,4.9409,15.8665,70.81,86,100,2.28,CF,1723163966
508,sinop,41.7711,34.8709,62.55,84,0,3.8,TR,1723163967
509,ceeldheer,3.8488,47.1806,75.9,80,100,18.34,SO,1723163968
510,palikir - national government center,6.9248,158.1611,88.65,70,75,4.61,FM,1723163969
511,autazes,-3.5797,-59.1306,78.35,45,5,2.42,BR,1723163971
512,olyokminsk,60.3736,120.4264,76.64,47,0,2.71,RU,1723163972
513,port blair,11.6667,92.75,82.31,80,87,8.52,IN,1723163973
514,yung shue wan,22.2333,114.1167,86.76,83,92,13.35,HK,1723163974
515,grand baie,-20.0182,57.5802,67.44,82,5,4.0,MU,1723163975
516,pangkalanbuun,-2.6833,111.6167,78.87,90,32,4.63,ID,1723163976
517,newman,37.3138,-121.0208,105.44,8,0,8.23,US,1723163977
518,magadan,59.5667,150.8,58.28,83,48,3.74,RU,1723163978
519,bamboo flat,11.7,92.7167,81.5,80,80,8.21,IN,1723163979
520,khash,28.2211,61.2158,80.28,62,22,3.15,IR,1723163980
521,flying fish cove,-10.4217,105.6791,78.48,83,100,16.11,CX,1723163982
522,rabigh,22.7986,39.0349,89.4,67,96,6.33,SA,1723163983
523,mo i rana,66.3128,14.1428,59.45,92,75,18.41,NO,1723163581
524,laojunmiao,39.8333,97.7333,62.29,47,90,19.26,CN,1723163985
525,korla,41.7597,86.1469,73.04,44,0,5.57,CN,1723163986
526,paradip garh,20.3167,86.6167,78.24,95,100,10.02,IN,1723163987
527,villa ocampo,-28.4875,-59.3551,44.58,66,6,9.75,AR,1723163988
528,berezovo,63.9381,65.0419,50.2,80,90,4.68,RU,1723163989
529,korhogo,9.45,-5.6333,71.38,97,98,6.98,CI,1723163990
530,sur,22.5667,59.5289,81.19,75,91,10.09,OM,1723163991
531,dongsheng,39.8161,109.9776,66.31,74,100,23.24,CN,1723163992
532,sirjan,29.452,55.6814,78.71,53,0,7.7,IR,1723163994
533,yorkton,51.2167,-102.4677,60.64,59,100,6.91,CA,1723163995
534,zag,46.9441,99.165,57.43,65,100,2.33,MN,1723163996
535,punta alta,-38.8759,-62.0736,39.6,70,0,7.29,AR,1723163997
536,melekeok village,7.4957,134.6367,79.36,89,100,5.75,PW,1723163998
537,koesan,36.8108,127.7947,84.7,74,34,1.97,KR,1723163896
538,molteno,-31.3968,26.3625,44.51,27,0,19.55,ZA,1723164002
539,sandnessjoen,66.0217,12.6316,56.37,90,100,15.86,NO,1723164003
540,oeiras,-7.0253,-42.1311,75.87,38,0,6.31,BR,1723164004
541,ust-tsilma,65.441,52.1498,49.93,81,0,3.15,RU,1723164006
542,saurimo,-9.6608,20.3916,60.69,23,100,5.48,AO,1723164007
543,hell-ville,-13.4,48.2667,74.53,75,20,4.47,MG,1723164008
544,khowy,38.5503,44.9521,71.06,66,0,3.24,IR,1723164009
545,junin de los andes,-39.9504,-71.0694,32.4,90,20,7.05,AR,1723164010
546,ahmadpur east,29.1431,71.2598,90.05,60,6,10.22,PK,1723164011
547,mil'kovo,55.6078,37.7956,66.34,78,100,5.55,RU,1723164012
548,baoqing,46.3317,132.2111,77.95,65,100,6.31,CN,1723164013
549,hilo,19.7297,-155.09,83.08,74,0,8.05,US,1723164014
550,bahia de kino,28.8333,-111.9333,91.63,48,0,11.56,MX,1723164015
551,turtas,58.9417,69.1325,51.33,75,100,5.19,RU,1723164016
552,pujehun,7.3581,-11.7208,73.24,93,100,3.65,SL,1723164018
553,kem',64.9555,34.5793,47.97,86,7,3.4,RU,1723164019
554,as sulayyil,20.4607,45.5779,92.52,12,100,7.47,SA,1723164020
555,richards bay,-28.783,32.0377,72.41,32,0,12.12,ZA,1723164021
556,val-d'or,48.1002,-77.7828,69.89,64,75,9.22,CA,1723164022
557,imbituva,-25.23,-50.6044,60.28,97,100,2.42,BR,1723164023
558,weno,7.4515,151.8468,84.15,89,100,6.91,FM,1723164024
559,karasburg,-28.0167,18.75,43.57,78,0,10.2,NA,1723164025
560,belgrade,44.804,20.4651,76.66,65,0,3.44,RS,1723164026
561,colares,38.7992,-9.4469,67.33,86,1,17.31,PT,1723164027
562,kashmar,35.2383,58.4656,83.12,14,2,4.52,IR,1723164030
563,sarikei,2.1167,111.5167,79.75,84,89,2.73,MY,1723164031
564,morehead city,34.7229,-76.726,83.01,88,86,17.0,US,1723163749
565,fenoarivo be,-18.4333,46.5667,53.87,93,3,3.98,MG,1723164033
566,ulladulla,-35.35,150.4667,63.36,44,79,4.45,AU,1723164034
567,colonel hill,22.7667,-74.2167,83.16,81,100,14.65,BS,1723164035
568,la'ie,21.6477,-157.9253,83.1,71,11,10.0,US,1723163826
569,arkhara,49.4212,130.0842,71.92,67,95,5.75,RU,1723164037
570,la foa,-21.7108,165.8276,75.7,54,19,2.8,NC,1723164038
571,conception bay south,47.4999,-52.9981,63.45,78,36,8.48,CA,1723163898
572,yamada,39.4667,141.95,82.18,67,73,4.94,JP,1723164041
573,krasnyy chikoy,50.3643,108.7512,64.13,84,100,1.59,RU,1723164042
574,krutaya gorka,55.3649,73.2231,50.02,84,35,9.24,RU,1723164043
575,new plymouth,-39.0667,174.0833,52.32,100,80,1.63,NZ,1723164045
576,chatillon-sur-seiche,48.0345,-1.6711,64.54,88,0,6.91,FR,1723164046
