City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
325,corner brook,48.9667,-57.9484,51.73,87,20,3.96,CA,1723163759
326,yongchuan,29.3514,105.8947,86.29,68,100,4.12,CN,1723163760
327,puerto madero,14.7208,-92.4215,79.0,94,100,0.0,MX,1723163761
328,champerico,14.3,-91.9167,82.6,75,100,3.71,GT,1723163762
329,tidjikja,18.5564,-11.4271,90.14,43,8,20.45,MR,1723163763
330,gulf shores,30.246,-87.7008,88.03,66,0,7.74,US,1723163472
331,pisco,-13.7,-76.2167,60.85,82,0,10.36,PE,1723163766
332,borovskoy,53.8,64.15,51.64,79,96,12.48,KZ,1723163767
333,gurupi,-11.7292,-49.0686,76.62,27,0,4.68,BR,1723163768
334,pagar alam,-4.0167,103.2667,72.63,82,100,1.83,ID,1723163770
335,udachny,66.4167,112.4,51.33,81,98,11.01,RU,1723163771
336,holualoa,19.6228,-155.9522,80.44,81,75,10.36,US,1723163772
337,libano,4.9218,-75.0623,61.25,90,77,6.11,CO,1723163773
338,mizhirah,16.8261,42.7333,87.64,79,75,3.44,SA,1723163774
339,ariquemes,-9.9133,-63.0408,80.51,44,3,2.28,BR,1723163775
340,morondava,-20.2833,44.2833,68.38,93,14,4.54,MG,1723163776
341,aral,40.5156,81.2636,80.58,27,0,2.82,CN,1723163777
342,jamaame,0.0697,42.745,72.99,82,91,6.78,SO,1723163778
343,mogocha,53.7333,119.7667,70.03,55,100,2.24,RU,1723163779
344,kikwit,-5.041,18.8162,75.22,19,98,2.3,CD,1723163781
345,puerto aysen,-45.4,-72.7,40.78,99,100,4.27,CL,1723163529
346,smithers,54.7804,-127.1743,89.92,17,40,2.3,CA,1723163783
347,kaa-khem,51.6833,94.7333,70.14,48,17,2.37,RU,1723163784
348,mersa matruh,31.3525,27.2453,79.48,74,0,3.51,EG,1723163785
349,barcelos,41.5388,-8.6151,63.82,87,0,0.74,PT,1723163786
350,jwaneng,-24.6004,24.7303,56.32,26,0,5.48,BW,1723163787
351,jodhpur,26.2867,73.03,80.4,79,88,10.27,IN,1723163788
352,fort bragg,35.139,-79.006,76.84,88,100,13.8,US,1723163789
353,atbasar,51.8,68.3333,61.92,93,100,11.32,KZ,1723163790
354,tekman,39.6436,41.5078,58.75,72,0,3.71,TR,1723163791
355,pesqueira,-8.3578,-36.6964,61.63,97,71,7.72,BR,1723163793
356,opuwo,-18.0607,13.84,61.84,31,3,2.66,NA,1723163794
357,cockburn town,21.4612,-71.1419,82.63,84,100,17.13,TC,1723163602
358,san patricio,28.017,-97.5169,88.02,60,0,10.92,US,1723163796
359,shubarshi,48.5872,57.1869,66.42,80,1,8.48,KZ,1723163797
360,port saint john's,-31.6229,29.5448,63.91,68,0,5.19,ZA,1723163798
361,mount gambier,-37.8333,140.7667,53.42,87,100,6.31,AU,1723163799
362,chui,-33.6971,-53.4616,46.22,70,100,8.55,UY,1723163800
363,indramayu,-6.3264,108.32,81.57,68,72,9.53,ID,1723163801
